Id,Id2,Geography,Estimate,Error
8600000US96019,96019,ZCTA5 96019,10114,55
8600000US96020,96020,ZCTA5 96020,2488,346
8600000US96021,96021,ZCTA5 96021,15932,782
8600000US96022,96022,ZCTA5 96022,17063,1099
8600000US96023,96023,ZCTA5 96023,1190,160
8600000US96024,96024,ZCTA5 96024,1190,258
8600000US96025,96025,ZCTA5 96025,2243,219
8600000US96027,96027,ZCTA5 96027,2353,302
8600000US96028,96028,ZCTA5 96028,1552,371
8600000US96029,96029,ZCTA5 96029,130,71
8600000US96031,96031,ZCTA5 96031,169,59
8600000US96032,96032,ZCTA5 96032,2258,252
8600000US96033,96033,ZCTA5 96033,402,101
8600000US96034,96034,ZCTA5 96034,300,94
8600000US96035,96035,ZCTA5 96035,3372,501
8600000US96037,96037,ZCTA5 96037,303,151
8600000US96038,96038,ZCTA5 96038,478,130
8600000US96039,96039,ZCTA5 96039,1279,151
8600000US96040,96040,ZCTA5 96040,177,83
8600000US96041,96041,ZCTA5 96041,2790,413
8600000US96044,96044,ZCTA5 96044,1122,174
8600000US96046,96046,ZCTA5 96046,257,121
8600000US96047,96047,ZCTA5 96047,826,176
8600000US96048,96048,ZCTA5 96048,1078,272
8600000US96049,96049,ZCTA5 96049,109,105
8600000US96050,96050,ZCTA5 96050,460,99
8600000US96051,96051,ZCTA5 96051,1126,193
8600000US96052,96052,ZCTA5 96052,1817,317
8600000US96054,96054,ZCTA5 96054,291,147
8600000US96055,96055,ZCTA5 96055,4399,496
8600000US96056,96056,ZCTA5 96056,1516,240
8600000US96057,96057,ZCTA5 96057,1543,222
8600000US96058,96058,ZCTA5 96058,760,163
8600000US96059,96059,ZCTA5 96059,649,198
8600000US96061,96061,ZCTA5 96061,41,25
8600000US96062,96062,ZCTA5 96062,1247,266
8600000US96063,96063,ZCTA5 96063,193,70
8600000US96064,96064,ZCTA5 96064,4277,324
8600000US96065,96065,ZCTA5 96065,330,108
8600000US96067,96067,ZCTA5 96067,7152,445
8600000US96068,96068,ZCTA5 96068,219,93
8600000US96069,96069,ZCTA5 96069,812,135
8600000US96071,96071,ZCTA5 96071,88,67
8600000US96073,96073,ZCTA5 96073,4740,431
8600000US96074,96074,ZCTA5 96074,247,81
8600000US96075,96075,ZCTA5 96075,355,92
8600000US96076,96076,ZCTA5 96076,147,99
8600000US96080,96080,ZCTA5 96080,28149,820
8600000US96084,96084,ZCTA5 96084,579,129
8600000US96085,96085,ZCTA5 96085,31,21
8600000US96086,96086,ZCTA5 96086,402,81
8600000US96087,96087,ZCTA5 96087,487,191
8600000US96088,96088,ZCTA5 96088,4377,537
8600000US96090,96090,ZCTA5 96090,419,125
8600000US96091,96091,ZCTA5 96091,732,192
8600000US96092,96092,ZCTA5 96092,269,83
8600000US96093,96093,ZCTA5 96093,3786,511
8600000US96094,96094,ZCTA5 96094,6432,281
8600000US96096,96096,ZCTA5 96096,828,196
8600000US96097,96097,ZCTA5 96097,10159,519
8600000US96101,96101,ZCTA5 96101,4928,384
8600000US96103,96103,ZCTA5 96103,1254,296
8600000US96104,96104,ZCTA5 96104,768,147
8600000US96105,96105,ZCTA5 96105,625,313
8600000US96106,96106,ZCTA5 96106,249,115
8600000US96107,96107,ZCTA5 96107,1514,350
8600000US96108,96108,ZCTA5 96108,19,29
8600000US96109,96109,ZCTA5 96109,701,223
8600000US96110,96110,ZCTA5 96110,100,62
8600000US96111,96111,ZCTA5 96111,53,45
8600000US96112,96112,ZCTA5 96112,151,71
8600000US96113,96113,ZCTA5 96113,2001,593
8600000US96114,96114,ZCTA5 96114,3226,319
8600000US96115,96115,ZCTA5 96115,238,113
8600000US96116,96116,ZCTA5 96116,199,128
8600000US96117,96117,ZCTA5 96117,182,111
8600000US96118,96118,ZCTA5 96118,1500,305
8600000US96119,96119,ZCTA5 96119,59,43
8600000US96120,96120,ZCTA5 96120,1054,198
8600000US96121,96121,ZCTA5 96121,274,124
8600000US96122,96122,ZCTA5 96122,4147,335
8600000US96123,96123,ZCTA5 96123,20,18
8600000US96124,96124,ZCTA5 96124,366,172
8600000US96125,96125,ZCTA5 96125,318,188
8600000US96126,96126,ZCTA5 96126,128,104
8600000US96128,96128,ZCTA5 96128,537,157
8600000US96129,96129,ZCTA5 96129,164,121
8600000US96130,96130,ZCTA5 96130,22317,418
8600000US96132,96132,ZCTA5 96132,29,20
8600000US96133,96133,ZCTA5 96133,110,111
8600000US96134,96134,ZCTA5 96134,2798,287
8600000US96135,96135,ZCTA5 96135,78,115
8600000US96136,96136,ZCTA5 96136,161,208
8600000US96137,96137,ZCTA5 96137,3554,396
8600000US96140,96140,ZCTA5 96140,1298,379
8600000US96141,96141,ZCTA5 96141,741,217
8600000US96142,96142,ZCTA5 96142,726,237
8600000US96143,96143,ZCTA5 96143,3994,685
8600000US96145,96145,ZCTA5 96145,3283,625
8600000US96146,96146,ZCTA5 96146,879,392
8600000US96148,96148,ZCTA5 96148,637,264
8600000US96150,96150,ZCTA5 96150,29024,639
8600000US96155,96155,ZCTA5 96155,0,13
8600000US96161,96161,ZCTA5 96161,17935,461
8600000US97635,97635,ZCTA5 97635,536,248
