year,zipcode,city,county,installation_zip,trend
2008,92277,twentynine palms,san bernardino,18385.60156,25943.80078
2009,92277,twentynine palms,san bernardino,18317,44260.80078
2010,92277,twentynine palms,san bernardino,33569.10156,77829.90625
2011,92277,twentynine palms,san bernardino,114039.5,191869.4063
2012,92277,twentynine palms,san bernardino,171317.5938,363187
2008,92282,white water,riverside,2922,2922
2009,92282,white water,,,2922
2010,92282,white water,riverside,5307.400391,8229.400391
2011,92282,white water,,,8229.400391
2012,92282,white water,riverside,16735.19922,24964.59961
2008,92284,yucca valley,san bernardino,24394.40039,24394.40039
2009,92284,yucca valley,san bernardino,31028.80078,55423.20313
2010,92284,yucca valley,san bernardino,40322.60156,95745.80469
2011,92284,yucca valley,san bernardino,94372.70313,190118.5
2012,92284,yucca valley,san bernardino,239793.2969,429911.8125
2010,92285,landers,san bernardino,3832.799805,3832.799805
2011,92285,landers,san bernardino,4246,8078.799805
2012,92285,landers,san bernardino,5392.5,13471.2998
2010,92301,adelanto,san bernardino,8178,8178
2011,92301,adelanto,san bernardino,37789.40234,45967.40234
2012,92301,adelanto,san bernardino,73392.79688,119360.2031
2008,92305,angelus oaks,san bernardino,2450,2450
2007,92307,apple valley,san bernardino,60229.80078,60229.80078
2008,92307,apple valley,san bernardino,88603.79688,148833.5938
2009,92307,apple valley,san bernardino,122694.3047,271527.9063
2010,92307,apple valley,san bernardino,95811,367338.9063
2011,92307,apple valley,san bernardino,210325.5938,577664.5
2012,92307,apple valley,san bernardino,607599,1185263.5
2007,92308,apple valley,san bernardino,23516,23516
2008,92308,apple valley,san bernardino,61075.89844,84591.89844
2009,92308,apple valley,san bernardino,66830.20313,151422.0938
2010,92308,apple valley,san bernardino,69832.60156,221254.7031
2011,92308,apple valley,san bernardino,303397.0938,524651.8125
2012,92308,apple valley,san bernardino,387970.4063,912622.1875
2009,92310,barstow,san bernardino,9516,9516
2007,92311,barstow,san bernardino,11135,11135
2008,92311,barstow,san bernardino,12693.2002,23828.19922
2009,92311,barstow,san bernardino,18094.09961,41922.30078
2010,92311,barstow,san bernardino,16647.59961,58569.89844
2011,92311,barstow,san bernardino,15785,74354.89844
2012,92311,barstow,san bernardino,811453.6875,885808.5625
2008,92313,grand terrace,san bernardino,4221.599609,4221.599609
2009,92313,grand terrace,san bernardino,22356.59961,26578.19922
2010,92313,grand terrace,san bernardino,17774.40039,44352.60156
2011,92313,grand terrace,san bernardino,40293,84645.60156
2012,92313,grand terrace,san bernardino,72664.70313,157310.2969
2008,92314,big bear city,san bernardino,2635.5,2635.5
2007,92316,bloomington,san bernardino,9423.200195,9423.200195
2008,92316,bloomington,san bernardino,13562.99902,22986.19922
2009,92316,bloomington,san bernardino,7545.599609,30531.79883
2010,92316,bloomington,san bernardino,19109.69922,49641.5
2011,92316,bloomington,san bernardino,22394.59961,72036.09375
2012,92316,bloomington,san bernardino,37747.39844,109783.5
2010,92317,blue jay,san bernardino,5003.600098,5003.600098
2007,92320,calimesa,riverside,5575.899902,5575.899902
2008,92320,calimesa,riverside,4090.800293,9666.700195
2009,92320,calimesa,riverside,10112.40039,19779.10156
2010,92320,calimesa,riverside,8762.599609,28541.69922
2011,92320,calimesa,riverside,23248.40039,51790.10156
2012,92320,calimesa,riverside,52737,104527.1016
2008,92324,colton,san bernardino,9310,9310
2009,92324,colton,san bernardino,30804.80078,40114.80078
2010,92324,colton,san bernardino,27489.40039,67604.20313
2011,92324,colton,san bernardino,38927.5,106531.7031
2012,92324,colton,san bernardino,23185.60156,129717.3047
2012,92325,crestline,san bernardino,5497.600098,5497.600098
2008,92331,fontana,san bernardino,5425.199707,5425.199707
2009,92331,fontana,,,5425.199707
2010,92331,fontana,san bernardino,6235.800293,11661
2012,92332,essex,san bernardino,5061.599609,5061.599609
2008,92335,fontana,san bernardino,10759.2002,10759.2002
2009,92335,fontana,san bernardino,5159.799805,15919
2010,92335,fontana,san bernardino,1435,17354
2011,92335,fontana,san bernardino,17146.19922,34500.19922
2012,92335,fontana,san bernardino,75151.60156,109651.7969
2008,92336,fontana,san bernardino,45412.30078,45412.30078
2009,92336,fontana,san bernardino,27188.80078,72601.10156
2010,92336,fontana,san bernardino,156377.7969,228978.9063
2011,92336,fontana,san bernardino,311918.4063,540897.3125
2012,92336,fontana,san bernardino,493397.1875,1034294.5
2007,92337,fontana,san bernardino,13671.90039,13671.90039
2008,92337,fontana,san bernardino,10449,24120.90039
2009,92337,fontana,san bernardino,8963,33083.89844
2010,92337,fontana,san bernardino,23365,56448.89844
2011,92337,fontana,san bernardino,70997.60156,127446.5
2012,92337,fontana,san bernardino,78318.39844,205764.9063
2008,92338,ludlow,san bernardino,4063.5,4063.5
2009,92340,hesperia,san bernardino,7140,7140
2010,92340,hesperia,,,7140
2011,92340,hesperia,san bernardino,5220,12360
2012,92340,hesperia,san bernardino,2542.799805,14902.7998
2010,92341,green valley lake,san bernardino,4648,4648
2011,92341,green valley lake,,,4648
2012,92341,green valley lake,san bernardino,2335.300049,6983.299805
2009,92342,helendale,san bernardino,9067.199219,9067.199219
2010,92342,helendale,san bernardino,8742.400391,17809.59961
2011,92342,helendale,san bernardino,76660.60156,94470.20313
2012,92342,helendale,san bernardino,109529.8984,204000.0938
2008,92344,hesperia,san bernardino,20387.19922,20387.19922
2009,92344,hesperia,san bernardino,10291.2002,30678.39844
2010,92344,hesperia,san bernardino,25138.40039,55816.80078
2011,92344,hesperia,san bernardino,68651.39844,124468.1953
2012,92344,hesperia,san bernardino,152866.6094,277334.8125
2008,92345,hesperia,san bernardino,49301.10156,49301.10156
2009,92345,hesperia,san bernardino,36312,85613.10156
2010,92345,hesperia,san bernardino,47146,132759.0938
2011,92345,hesperia,san bernardino,119294.7031,252053.8125
2012,92345,hesperia,san bernardino,374420.8125,626474.625
2008,92346,highland,san bernardino,57785.10156,57785.10156
2009,92346,highland,san bernardino,82583.39844,140368.5
2010,92346,highland,san bernardino,165036.0938,305404.5938
2011,92346,highland,san bernardino,265908.0938,571312.6875
2012,92346,highland,san bernardino,422453.1875,993765.875
2009,92347,hinkley,san bernardino,2740.799805,2740.799805
2010,92347,hinkley,,,2740.799805
2011,92347,hinkley,,,2740.799805
2012,92347,hinkley,san bernardino,5519.800293,8260.599609
2009,92350,loma linda,san bernardino,6639.599609,6639.599609
2007,92352,lake arrowhead,san bernardino,12272.40039,12272.40039
2008,92352,lake arrowhead,san bernardino,8500,20772.40039
2009,92352,lake arrowhead,san bernardino,6931.199707,27703.59961
2010,92352,lake arrowhead,san bernardino,13808.90039,41512.5
2011,92352,lake arrowhead,san bernardino,3826.800049,45339.30078
2012,92352,lake arrowhead,san bernardino,1845,47184.30078
2007,92354,loma linda,san bernardino,5611.5,5611.5
2008,92354,loma linda,san bernardino,16110,21721.5
2009,92354,loma linda,san bernardino,16501.09961,38222.60156
2010,92354,loma linda,san bernardino,130124.2969,168346.8906
2011,92354,loma linda,san bernardino,95893,264239.9063
2012,92354,loma linda,san bernardino,123186.2969,387426.1875
2008,92356,lucerne valley,san bernardino,11799.7002,11799.7002
2009,92356,lucerne valley,san bernardino,4653.600098,16453.30078
2010,92356,lucerne valley,san bernardino,20821.5,37274.80078
2011,92356,lucerne valley,san bernardino,11961.2002,49236
2012,92356,lucerne valley,san bernardino,23726.5,72962.5
2010,92358,lytle creek,san bernardino,6351,6351
2007,92359,mentone,san bernardino,2712.599854,2712.599854
2008,92359,mentone,san bernardino,2100,4812.599609
2009,92359,mentone,san bernardino,7535.399902,12348
2010,92359,mentone,san bernardino,14129.40039,26477.40039
2011,92359,mentone,san bernardino,51818.39844,78295.79688
2012,92359,mentone,san bernardino,51377,129672.7969
2007,92360,thousand oaks,ventura,2892.599854,2892.599854
2011,92363,havasulk,orange,4040,4040
2008,92364,baker,san bernardino,18322.20117,18322.20117
2008,92365,newberry springs,san bernardino,5224.5,5224.5
2009,92365,newberry springs,san bernardino,5535,10759.5
2010,92365,newberry springs,san bernardino,4815,15574.5
2011,92365,newberry springs,san bernardino,9118,24692.5
2012,92365,newberry springs,san bernardino,23498.40039,48190.89844
2010,92368,oro grande,san bernardino,3708,3708
2007,92371,phelan,san bernardino,11395.80078,11395.80078
2008,92371,phelan,san bernardino,12389.5,23785.30078
2009,92371,phelan,san bernardino,18245.80078,42031.10156
2010,92371,phelan,san bernardino,19358.39844,61389.5
2011,92371,phelan,san bernardino,50310.10156,111699.6016
2012,92371,phelan,san bernardino,143833.7031,255533.3125
2007,92372,pinon hills,san bernardino,5259.600098,5259.600098
2008,92372,pinon hills,san bernardino,14433.40039,19693
2009,92372,pinon hills,san bernardino,7720.000488,27413
2010,92372,pinon hills,,,27413
2011,92372,pinon hills,san bernardino,59726.69922,87139.70313
2012,92372,pinon hills,san bernardino,31525.69922,118665.3984
2007,92373,redlands,san bernardino,51164.80078,51164.80078
2008,92373,redlands,san bernardino,115470.3984,166635.2031
2009,92373,redlands,san bernardino,182379.7969,349015
2010,92373,redlands,san bernardino,228283.7031,577298.6875
2011,92373,redlands,san bernardino,293876.9063,871175.625
2012,92373,redlands,san bernardino,501630.0938,1372805.75
2007,92374,redlands,san bernardino,9800,9800
2008,92374,redlands,san bernardino,10316,20116
2009,92374,redlands,san bernardino,63945.80078,84061.79688
2010,92374,redlands,san bernardino,116714.2031,200776
2011,92374,redlands,san bernardino,149258.9063,350034.9063
2012,92374,redlands,san bernardino,289387.6875,639422.625
2007,92376,rialto,san bernardino,7204,7204
2008,92376,rialto,san bernardino,15267.40039,22471.40039
2009,92376,rialto,san bernardino,2464.699707,24936.09961
2010,92376,rialto,san bernardino,29855.19922,54791.30078
2011,92376,rialto,san bernardino,34619.19922,89410.5
2012,92376,rialto,san bernardino,91755.10156,181165.5938
2007,92377,rialto,san bernardino,1976.399902,1976.399902
2008,92377,rialto,san bernardino,5950,7926.399902
2009,92377,rialto,san bernardino,7782,15708.40039
2010,92377,rialto,san bernardino,14185.7998,29894.19922
2011,92377,rialto,san bernardino,48955.39844,78849.60156
2012,92377,rialto,san bernardino,97031.19531,175880.7969
2010,92382,running springs,san bernardino,3396.800049,3396.800049
2011,92382,running springs,,,3396.800049
2012,92382,running springs,san bernardino,5687,9083.799805
2012,92391,twin peaks,san bernardino,13677.30078,13677.30078
2007,92392,victorville,san bernardino,13675.7998,13675.7998
2008,92392,victorville,san bernardino,19288.40039,32964.19922
2009,92392,victorville,san bernardino,20799.40039,53763.60156
2010,92392,victorville,san bernardino,29125.80078,82889.39844
2011,92392,victorville,san bernardino,93623.70313,176513.1094
2012,92392,victorville,san bernardino,188174.7031,364687.8125
2007,92394,victorville,san bernardino,2483.700195,2483.700195
2008,92394,victorville,san bernardino,9735.799805,12219.5
2009,92394,victorville,san bernardino,5892.200195,18111.69922
2010,92394,victorville,san bernardino,3821.400146,21933.09961
2011,92394,victorville,san bernardino,24269.30078,46202.40234
2012,92394,victorville,san bernardino,85787.70313,131990.1094
2008,92395,victorville,san bernardino,21299.40039,21299.40039
2009,92395,victorville,san bernardino,7111.600098,28411
2010,92395,victorville,san bernardino,13839.7998,42250.80078
2011,92395,victorville,san bernardino,160998.4063,203249.2031
2012,92395,victorville,san bernardino,88005.60156,291254.8125
2009,92397,wrightwood,san bernardino,8102.400391,8102.400391
2010,92397,wrightwood,,,8102.400391
2011,92397,wrightwood,san bernardino,3678.399902,11780.80078
2012,92397,wrightwood,san bernardino,4452.800293,16233.60059
2007,92398,yermo,san bernardino,8752.800781,8752.800781
2008,92398,yermo,,,8752.800781
2009,92398,yermo,,,8752.800781
2010,92398,yermo,,,8752.800781
2011,92398,yermo,san bernardino,8720,17472.80078
2012,92398,yermo,san bernardino,7005.899902,24478.70117
2007,92399,yucaipa,san bernardino,19811.80078,19811.80078
2008,92399,yucaipa,san bernardino,65135,84946.79688
2009,92399,yucaipa,san bernardino,144204.5,229151.2969
2010,92399,yucaipa,san bernardino,295692.4063,524843.6875
2011,92399,yucaipa,san bernardino,381400.9063,906244.625
2012,92399,yucaipa,san bernardino,777550.625,1683795.25
2008,92401,san bernardino,san bernardino,4518.600098,4518.600098
2009,92401,san bernardino,san bernardino,4190.400391,8709
2010,92401,san bernardino,,,8709
2011,92401,san bernardino,,,8709
2012,92401,san bernardino,san bernardino,4890.600098,13599.60059
2008,92404,san bernardino,san bernardino,27063.70117,27063.70117
2009,92404,san bernardino,san bernardino,76074.5,103138.2031
2010,92404,san bernardino,san bernardino,43476.89844,146615.0938
2011,92404,san bernardino,san bernardino,85860.20313,232475.2969
2012,92404,san bernardino,san bernardino,131834.5,364309.8125
2008,92405,san bernardino,san bernardino,3652.500244,3652.500244
2009,92405,san bernardino,san bernardino,4246,7898.5
2010,92405,san bernardino,san bernardino,23082.19922,30980.69922
2011,92405,san bernardino,san bernardino,12248.2002,43228.89844
2012,92405,san bernardino,san bernardino,30409.40039,73638.29688
2009,92407,san bernardino,san bernardino,29537.5,29537.5
2010,92407,san bernardino,san bernardino,78737.79688,108275.2969
2011,92407,san bernardino,san bernardino,60642.80078,168918.0938
2012,92407,san bernardino,san bernardino,224037.5,392955.5938
2008,92408,san bernardino,san bernardino,2457.600098,2457.600098
2009,92408,san bernardino,,,2457.600098
2010,92408,san bernardino,,,2457.600098
2011,92408,san bernardino,san bernardino,9761,12218.59961
2012,92408,san bernardino,san bernardino,44249.30078,56467.90234
2008,92410,san bernardino,san bernardino,3808.799805,3808.799805
2009,92410,san bernardino,,,3808.799805
2010,92410,san bernardino,,,3808.799805
2011,92410,san bernardino,san bernardino,4431,8239.799805
2012,92410,san bernardino,san bernardino,71295.29688,79535.09375
2008,92411,san bernardino,san bernardino,4155.799805,4155.799805
2009,92411,san bernardino,,,4155.799805
2010,92411,san bernardino,,,4155.799805
2011,92411,san bernardino,,,4155.799805
2012,92411,san bernardino,san bernardino,37976.10156,42131.90234
2008,92501,riverside,riverside,3966.899902,3966.899902
2009,92501,riverside,,,3966.899902
2010,92501,riverside,,,3966.899902
2011,92501,riverside,,,3966.899902
2012,92501,riverside,riverside,13014,16980.90039
2007,92503,riverside,riverside,7000,7000
2008,92503,riverside,riverside,18267.70117,25267.70117
2009,92503,riverside,riverside,27798.19922,53065.89844
2010,92503,riverside,riverside,129769.2031,182835.1094
2011,92503,riverside,riverside,138591.2031,321426.3125
2012,92503,riverside,riverside,203671.2969,525097.625
2007,92504,riverside,riverside,10449,10449
2008,92504,riverside,riverside,41003,51452
2009,92504,riverside,riverside,71260.39844,122712.3984
2010,92504,riverside,riverside,140061.7031,262774.0938
2011,92504,riverside,riverside,130188.6016,392962.6875
2012,92504,riverside,riverside,242693.2969,635656
2008,92506,riverside,riverside,5768.399902,5768.399902
2009,92506,riverside,riverside,13489.59961,19258
2010,92506,riverside,riverside,2379.600098,21637.59961
2011,92506,riverside,riverside,23947.19922,45584.79688
2012,92506,riverside,riverside,30829.90039,76414.70313
2007,92507,riverside,riverside,9350.400391,9350.400391
2008,92507,riverside,riverside,4458.300293,13808.70117
2009,92507,riverside,riverside,11506.80078,25315.50195
2010,92507,riverside,riverside,18639.19922,43954.69922
2011,92507,riverside,riverside,14430,58384.69922
2012,92507,riverside,riverside,9210,67594.70313
2008,92508,riverside,riverside,21605.59961,21605.59961
2009,92508,riverside,riverside,27711.90039,49317.5
2010,92508,riverside,riverside,57242,106559.5
2011,92508,riverside,riverside,96511.29688,203070.7969
2012,92508,riverside,riverside,102559,305629.8125
2007,92509,riverside,riverside,5950,5950
2008,92509,riverside,riverside,56957.39844,62907.39844
2009,92509,riverside,riverside,45378.30078,108285.7031
2010,92509,riverside,riverside,78461.89844,186747.5938
2011,92509,riverside,riverside,175988.5,362736.0938
2012,92509,riverside,riverside,284440.9063,647177
2008,92530,lake elsinore,riverside,12593.5,12593.5
2009,92530,lake elsinore,riverside,36584.80078,49178.30078
2010,92530,lake elsinore,riverside,89094.70313,138273
2011,92530,lake elsinore,riverside,145203.7969,283476.8125
2012,92530,lake elsinore,riverside,244679.7969,528156.625
2008,92532,lake elsinore,riverside,4495.200195,4495.200195
2009,92532,lake elsinore,riverside,9247.599609,13742.7998
2010,92532,lake elsinore,riverside,37442,51184.80078
2011,92532,lake elsinore,riverside,39593,90777.79688
2012,92532,lake elsinore,riverside,180918,271695.8125
2007,92536,aguanga,riverside,4322.400391,4322.400391
2008,92536,aguanga,,,4322.400391
2009,92536,aguanga,,,4322.400391
2010,92536,aguanga,riverside,26760.89844,31083.29883
2011,92536,aguanga,riverside,5064,36147.29688
2012,92536,aguanga,riverside,32230.20117,68377.5
2007,92543,hemet,riverside,6820,6820
2008,92543,hemet,riverside,9469,16289
2009,92543,hemet,riverside,17512.40039,33801.39844
2010,92543,hemet,riverside,44108.5,77909.89844
2011,92543,hemet,riverside,61006.69922,138916.5938
2012,92543,hemet,riverside,42022.80078,180939.4063
2007,92544,hemet,riverside,44708.40234,44708.40234
2008,92544,hemet,riverside,41454.5,86162.90625
2009,92544,hemet,riverside,146139.9063,232302.8125
2010,92544,hemet,riverside,180338.5,412641.3125
2011,92544,hemet,riverside,385274.5,797915.8125
2012,92544,hemet,riverside,371062.8125,1168978.625
2008,92545,hemet,riverside,31449.90039,31449.90039
2009,92545,hemet,riverside,14012,45461.89844
2010,92545,hemet,riverside,59057.60156,104519.5
2011,92545,hemet,riverside,110589,215108.5
2012,92545,hemet,riverside,210861,425969.5
2009,92546,hemet,riverside,2046,2046
2008,92548,homeland,riverside,40468.69922,40468.69922
2009,92548,homeland,riverside,8052,48520.69922
2010,92548,homeland,riverside,17262.59961,65783.29688
2011,92548,homeland,riverside,72197.69531,137981
2012,92548,homeland,riverside,4446,142427
2009,92549,idyllwild,riverside,10676.10059,10676.10059
2010,92549,idyllwild,riverside,12574.40039,23250.5
2011,92549,idyllwild,riverside,9134.799805,32385.30078
2012,92549,idyllwild,riverside,8078.800293,40464.10156
2007,92551,moreno valley,riverside,3483,3483
2008,92551,moreno valley,riverside,14171,17654
2009,92551,moreno valley,riverside,2776.199951,20430.19922
2010,92551,moreno valley,riverside,28903,49333.19922
2011,92551,moreno valley,riverside,32852.60156,82185.80469
2012,92551,moreno valley,riverside,27209.40039,109395.2031
2008,92553,moreno valley,riverside,5487.299805,5487.299805
2009,92553,moreno valley,riverside,7744.799805,13232.09961
2010,92553,moreno valley,riverside,26193.30078,39425.39844
2011,92553,moreno valley,riverside,35722,75147.39844
2012,92553,moreno valley,riverside,60209.59766,135357
2009,92554,moreno valley,riverside,2694.399902,2694.399902
2007,92555,moreno valley,riverside,4257,4257
2008,92555,moreno valley,riverside,35854.60156,40111.60156
2009,92555,moreno valley,riverside,29870,69981.60156
2010,92555,moreno valley,riverside,57137.09766,127118.7031
2011,92555,moreno valley,riverside,98304.20313,225422.9063
2012,92555,moreno valley,riverside,195567.2969,420990.1875
2007,92557,moreno valley,riverside,8611.800781,8611.800781
2008,92557,moreno valley,riverside,22090.5,30702.30078
2009,92557,moreno valley,riverside,27147.59961,57849.89844
2010,92557,moreno valley,riverside,65816.10156,123666
2011,92557,moreno valley,riverside,113722,237388
2012,92557,moreno valley,riverside,177007.2969,414395.3125
2010,92561,mountain center,riverside,2005.200073,2005.200073
2011,92561,mountain center,riverside,5517.600098,7522.800293
2007,92562,murrieta,riverside,51640.69922,51640.69922
2008,92562,murrieta,riverside,81634.79688,133275.5
2009,92562,murrieta,riverside,141860.7969,275136.2813
2010,92562,murrieta,riverside,460299.3125,735435.625
2011,92562,murrieta,riverside,793193.875,1528629.5
2012,92562,murrieta,riverside,1144748,2673377.5
2007,92563,murrieta,riverside,33072,33072
2008,92563,murrieta,riverside,48948.19922,82020.20313
2009,92563,murrieta,riverside,60877.10156,142897.2969
2010,92563,murrieta,riverside,102765.3984,245662.7031
2011,92563,murrieta,riverside,202751.9063,448414.5938
2012,92563,murrieta,riverside,639359.8125,1087774.375
2007,92567,nuevo,riverside,7730.799805,7730.799805
2008,92567,nuevo,riverside,10179.40039,17910.19922
2009,92567,nuevo,riverside,9640,27550.19922
2010,92567,nuevo,riverside,38184.39844,65734.60156
2011,92567,nuevo,riverside,64970.39844,130705
2012,92567,nuevo,riverside,66462.20313,197167.2031
2008,92570,perris,riverside,31546.80078,31546.80078
2009,92570,perris,riverside,84436.39844,115983.2031
2010,92570,perris,riverside,151016.2031,266999.4063
2011,92570,perris,riverside,194329,461328.4063
2012,92570,perris,riverside,233692.4063,695020.8125
2009,92571,perris,riverside,14534.7998,14534.7998
2010,92571,perris,riverside,4298,18832.80078
2011,92571,perris,riverside,19855.40039,38688.19922
2012,92571,perris,riverside,61366.10156,100054.3047
2009,92581,san jacinto,riverside,11995.19922,11995.19922
2010,92581,san jacinto,riverside,2904,14899.19922
2011,92581,san jacinto,riverside,13996.40039,28895.59961
2012,92581,san jacinto,riverside,4796,33691.60156
2008,92582,san jacinto,riverside,9464,9464
2009,92582,san jacinto,,,9464
2010,92582,san jacinto,riverside,57459.69922,66923.70313
2011,92582,san jacinto,riverside,52214.39844,119138.0938
2012,92582,san jacinto,riverside,75313.60156,194451.7031
2007,92583,san jacinto,riverside,10614.40039,10614.40039
2008,92583,san jacinto,,,10614.40039
2009,92583,san jacinto,riverside,7457.400391,18071.80078
2010,92583,san jacinto,riverside,47616.60156,65688.40625
2011,92583,san jacinto,riverside,45003.5,110691.9063
2012,92583,san jacinto,riverside,93456.5,204148.4063
2007,92584,menifee,riverside,11940,11940
2008,92584,menifee,riverside,9132.800781,21072.80078
2009,92584,menifee,riverside,43905.39844,64978.19922
2010,92584,menifee,riverside,136493.5938,201471.7969
2011,92584,menifee,riverside,265460.4063,466932.1875
2012,92584,menifee,riverside,472166.5938,939098.8125
2007,92585,sun city,riverside,10273.7002,10273.7002
2008,92585,sun city,riverside,52658.60156,62932.30078
2009,92585,sun city,riverside,15451.40039,78383.70313
2010,92585,sun city,riverside,30254.5,108638.2031
2011,92585,sun city,riverside,53439.69922,162077.9063
2012,92585,sun city,riverside,256937.5,419015.4063
2007,92586,sun city,riverside,12569.7998,12569.7998
2008,92586,sun city,riverside,17573,30142.80078
2009,92586,sun city,riverside,18207.69922,48350.5
2010,92586,sun city,riverside,21507.29883,69857.79688
2011,92586,sun city,riverside,25728.40039,95586.19531
2012,92586,sun city,riverside,111605.8984,207192.0938
2007,92587,sun city,riverside,15109.2002,15109.2002
2008,92587,sun city,riverside,21139.39844,36248.59766
2009,92587,sun city,riverside,56464.80078,92713.39844
2010,92587,sun city,riverside,159977.7969,252691.2031
2011,92587,sun city,riverside,241381.2969,494072.5
2012,92587,sun city,riverside,494907.3125,988979.8125
2009,92589,temecula,riverside,4510,4510
2010,92589,temecula,riverside,10040.40039,14550.40039
2011,92589,temecula,,,14550.40039
2012,92589,temecula,riverside,25811.40039,40361.80078
2008,92590,temecula,riverside,14902.2002,14902.2002
2009,92590,temecula,riverside,66812.79688,81715
2010,92590,temecula,riverside,23711,105426
2011,92590,temecula,riverside,98587.89844,204013.8906
2012,92590,temecula,riverside,244825.0938,448839
2007,92591,temecula,riverside,22981,22981
2008,92591,temecula,riverside,25661.40039,48642.39844
2009,92591,temecula,riverside,33612.30078,82254.70313
2010,92591,temecula,riverside,71080.10156,153334.7969
2011,92591,temecula,riverside,90773,244107.7969
2012,92591,temecula,riverside,368628.6875,612736.5
2007,92592,temecula,riverside,16312.90039,16312.90039
2008,92592,temecula,riverside,56584,72896.89844
2009,92592,temecula,riverside,223440.5,296337.4063
2010,92592,temecula,riverside,278616.5938,574954
2011,92592,temecula,riverside,550825.125,1125779.125
2012,92592,temecula,riverside,1227932.75,2353711.75
2007,92595,wildomar,riverside,40385.30078,40385.30078
2008,92595,wildomar,riverside,60660.30078,101045.6016
2009,92595,wildomar,riverside,65670.70313,166716.3125
2010,92595,wildomar,riverside,61269.30078,227985.6094
2011,92595,wildomar,riverside,169617.7969,397603.4063
2012,92595,wildomar,riverside,386458.5938,784062
2007,92596,winchester,riverside,8769.5,8769.5
2008,92596,winchester,riverside,36238.10156,45007.60156
2009,92596,winchester,riverside,19837.59961,64845.20313
2010,92596,winchester,riverside,94699.89844,159545.0938
2011,92596,winchester,riverside,122688.8984,282234
2012,92596,winchester,riverside,298975.6875,581209.6875
2008,92602,irvine,orange,10158,10158
2009,92602,irvine,orange,20310.59961,30468.59961
2010,92602,irvine,orange,26797,57265.60156
2011,92602,irvine,orange,52106.09766,109371.6953
2012,92602,irvine,orange,138099.7969,247471.5
2007,92603,irvine,orange,22105.69922,22105.69922
2008,92603,irvine,,,22105.69922
2009,92603,irvine,orange,33654.19922,55759.89844
2010,92603,irvine,orange,44671.69922,100431.5938
2011,92603,irvine,orange,119791.5,220223.0938
2012,92603,irvine,orange,109728.8984,329952
2007,92604,irvine,orange,3865.399902,3865.399902
2008,92604,irvine,orange,8432,12297.40039
2009,92604,irvine,orange,26590.19922,38887.59766
2010,92604,irvine,orange,41652.80078,80540.39844
2011,92604,irvine,orange,63262.80078,143803.2031
2012,92604,irvine,orange,67004,210807.2031
2007,92605,huntington beach,orange,6450.5,6450.5
2008,92605,huntington beach,orange,6918.299805,13368.7998
2009,92605,huntington beach,orange,21316.80078,34685.60156
2010,92605,huntington beach,orange,6986.099609,41671.69922
2011,92605,huntington beach,,,41671.69922
2012,92605,huntington beach,orange,2542.100098,44213.80078
2007,92606,irvine,orange,4976.100098,4976.100098
2008,92606,irvine,orange,9361.200195,14337.30078
2009,92606,irvine,orange,12015,26352.30078
2010,92606,irvine,orange,102882.8984,129235.1953
2011,92606,irvine,orange,27049.40039,156284.5938
2012,92606,irvine,orange,48034.5,204319.0938
2010,92607,laguna niguel,orange,13645.5,13645.5
2008,92609,lake forest,orange,5943.300293,5943.300293
2009,92609,lake forest,,,5943.300293
2010,92609,lake forest,orange,4939.200195,10882.5
2008,92610,foothill ranch,orange,3952.799805,3952.799805
2009,92610,foothill ranch,orange,13740.80078,17693.60156
2010,92610,foothill ranch,orange,30551.5,48245.10156
2011,92610,foothill ranch,orange,66296.89844,114542
2012,92610,foothill ranch,orange,88000.10156,202542.0938
2008,92612,irvine,orange,7642.800293,7642.800293
2009,92612,irvine,orange,8886.599609,16529.40039
2010,92612,irvine,orange,5552.399902,22081.80078
2011,92612,irvine,orange,26297.19922,48379
2012,92612,irvine,orange,30031.89844,78410.89844
2007,92614,irvine,orange,9924.199219,9924.199219
2008,92614,irvine,orange,5949,15873.19922
2009,92614,irvine,orange,8507.200195,24380.39844
2010,92614,irvine,orange,13577.2002,37957.60156
2011,92614,irvine,orange,21631.90039,59589.5
2012,92614,irvine,orange,35539.69922,95129.20313
2007,92617,irvine,orange,3280.200195,3280.200195
2008,92617,irvine,orange,6760,10040.2002
2009,92617,irvine,orange,2224.799805,12265
2010,92617,irvine,orange,26241.09961,38506.10156
2011,92617,irvine,orange,9950.799805,48456.89844
2012,92617,irvine,orange,24170.5,72627.39844
2009,92618,irvine,orange,3970.999756,3970.999756
2010,92618,irvine,orange,18129.59961,22100.59961
2011,92618,irvine,orange,6322.899902,28423.5
2012,92618,irvine,orange,36594.39844,65017.89844
2008,92620,irvine,orange,16772.19922,16772.19922
2009,92620,irvine,orange,65518.09766,82290.29688
2010,92620,irvine,orange,61945.19922,144235.5
2011,92620,irvine,orange,72514.10156,216749.5938
2012,92620,irvine,orange,141888.9063,358638.5
2008,92624,capistrano beach,orange,4194,4194
2009,92624,capistrano beach,orange,9818.799805,14012.7998
2010,92624,capistrano beach,orange,20709.90039,34722.69922
2011,92624,capistrano beach,orange,11349.7998,46072.5
2012,92624,capistrano beach,orange,5517.600098,51590.10156
2008,92625,corona del mar,orange,15668.40039,15668.40039
2009,92625,corona del mar,orange,59339.10156,75007.5
2010,92625,corona del mar,orange,38690.30078,113697.8047
2011,92625,corona del mar,orange,101780.7031,215478.5
2012,92625,corona del mar,orange,117888.2969,333366.8125
