year,zipcode,city,county,installation_zip,trend
2007,94546,castro valley,alameda,51123.69922,51123.69922
2008,94546,castro valley,alameda,53441.30078,104565
2009,94546,castro valley,alameda,52523.30078,157088.3008
2010,94546,castro valley,alameda,67715.20313,224803.5039
2011,94546,castro valley,alameda,93877,318680.5039
2012,94546,castro valley,alameda,115449.8984,434130.4023
2007,94547,hercules,contra costa,4423.200195,4423.200195
2008,94547,hercules,contra costa,2870,7293.200195
2009,94547,hercules,contra costa,13669.40039,20962.60156
2010,94547,hercules,contra costa,3772.799805,24735.40039
2011,94547,hercules,contra costa,11635,36370.39844
2012,94547,hercules,contra costa,38930.80078,75301.20313
2009,94548,knightsen,contra costa,19336.19922,19336.19922
2010,94548,knightsen,contra costa,2284.799805,21621
2011,94548,knightsen,contra costa,8360,29981
2012,94548,knightsen,contra costa,6184.800293,36165.80078
2007,94549,lafayette,contra costa,117028.7031,117028.7031
2008,94549,lafayette,contra costa,144070.0938,261098.7969
2009,94549,lafayette,contra costa,288141,549239.8125
2010,94549,lafayette,contra costa,381460.4063,930700.1875
2011,94549,lafayette,contra costa,369694.3125,1300394.5
2012,94549,lafayette,contra costa,301678.4063,1602072.875
2007,94550,livermore,alameda,84581.60156,84581.60156
2008,94550,livermore,alameda,247815.2031,332396.8125
2009,94550,livermore,alameda,330890.3125,663287.125
2010,94550,livermore,alameda,507077.1875,1170364.25
2011,94550,livermore,alameda,596525.125,1766889.375
2012,94550,livermore,alameda,710288.8125,2477178.25
2007,94551,livermore,alameda,28809.20117,28809.20117
2008,94551,livermore,alameda,67759.5,96568.70313
2009,94551,livermore,alameda,111834.5938,208403.2969
2010,94551,livermore,alameda,94868.60156,303271.9063
2011,94551,livermore,alameda,171496,474767.9063
2012,94551,livermore,alameda,156942.9063,631710.8125
2007,94552,castro valley,alameda,49024.60156,49024.60156
2008,94552,castro valley,alameda,56210.80078,105235.4063
2009,94552,castro valley,alameda,50003.60156,155239
2010,94552,castro valley,alameda,57831.80078,213070.8125
2011,94552,castro valley,alameda,152589.4063,365660.2188
2012,94552,castro valley,alameda,104975.6016,470635.8125
2007,94553,martinez,contra costa,48569.80078,48569.80078
2008,94553,martinez,contra costa,54435.30078,103005.1016
2009,94553,martinez,contra costa,69355.20313,172360.3125
2010,94553,martinez,contra costa,164357.7031,336718
2011,94553,martinez,contra costa,139131.2031,475849.2188
2012,94553,martinez,contra costa,176780.2031,652629.4375
2007,94555,fremont,alameda,5500.799805,5500.799805
2008,94555,fremont,alameda,18315.90039,23816.69922
2009,94555,fremont,alameda,13266.40039,37083.10156
2010,94555,fremont,alameda,1412.599976,38495.69922
2011,94555,fremont,alameda,25768.09961,64263.80078
2012,94555,fremont,alameda,19916.19922,84180
2007,94556,moraga,contra costa,59351.19922,59351.19922
2008,94556,moraga,contra costa,25216.19922,84567.39844
2009,94556,moraga,contra costa,104181.8984,188749.2969
2010,94556,moraga,contra costa,78116.70313,266866
2011,94556,moraga,contra costa,119336.1016,386202.0938
2012,94556,moraga,contra costa,128770.1953,514972.3125
2007,94558,napa,napa,47158.60156,47158.60156
2008,94558,napa,napa,402301.3125,449459.9063
2009,94558,napa,napa,663681.3125,1113141.25
2010,94558,napa,napa,433719.5938,1546860.875
2011,94558,napa,napa,362710,1909570.875
2012,94558,napa,napa,416403.1875,2325974
2007,94559,napa,napa,25786.40039,25786.40039
2008,94559,napa,napa,24465.30078,50251.70313
2009,94559,napa,napa,58531.59766,108783.2969
2010,94559,napa,napa,86169.20313,194952.5
2011,94559,napa,napa,23983.80078,218936.2969
2012,94559,napa,napa,53548.5,272484.8125
2007,94560,newark,alameda,25284,25284
2008,94560,newark,alameda,18611,43895
2009,94560,newark,alameda,26335.80078,70230.79688
2010,94560,newark,alameda,33342.39844,103573.2031
2011,94560,newark,alameda,21929.30078,125502.5
2012,94560,newark,alameda,65879.10156,191381.5938
2007,94561,oakley,contra costa,31591,31591
2008,94561,oakley,contra costa,68755,100346
2009,94561,oakley,contra costa,51228.5,151574.5
2010,94561,oakley,contra costa,51646,203220.5
2011,94561,oakley,contra costa,154561.2031,357781.6875
2012,94561,oakley,contra costa,177102.2969,534884
2009,94562,oakville,napa,29261.60156,29261.60156
2010,94562,oakville,napa,49869.19922,79130.79688
2011,94562,oakville,napa,11620,90750.79688
2007,94563,orinda,contra costa,89907.89844,89907.89844
2008,94563,orinda,contra costa,126195.1953,216103.0938
2009,94563,orinda,contra costa,249871.7969,465974.875
2010,94563,orinda,contra costa,149075.9063,615050.8125
2011,94563,orinda,contra costa,238394.9063,853445.6875
2012,94563,orinda,contra costa,205513.5938,1058959.25
2007,94564,pinole,contra costa,5784.600098,5784.600098
2008,94564,pinole,contra costa,8232.599609,14017.19922
2009,94564,pinole,contra costa,22046.69922,36063.89844
2010,94564,pinole,contra costa,43618.10156,79682
2011,94564,pinole,contra costa,19458.40039,99140.39844
2012,94564,pinole,contra costa,37554.5,136694.9063
2007,94565,pittsburg,contra costa,4257,4257
2008,94565,pittsburg,contra costa,13127.39941,17384.39844
2009,94565,pittsburg,contra costa,22996,40380.39844
2010,94565,pittsburg,contra costa,33258.19922,73638.60156
2011,94565,pittsburg,contra costa,101616.7031,175255.2969
2012,94565,pittsburg,contra costa,88540,263795.3125
2007,94566,pleasanton,alameda,59977.09766,59977.09766
2008,94566,pleasanton,alameda,208033.4063,268010.5
2009,94566,pleasanton,alameda,372210.9063,640221.4375
2010,94566,pleasanton,alameda,385982,1026203.438
2011,94566,pleasanton,alameda,742825.125,1769028.5
2012,94566,pleasanton,alameda,524104.9063,2293133.5
2010,94567,pope valley,napa,3984,3984
2011,94567,pope valley,napa,9873.600586,13857.60059
2007,94568,dublin,alameda,15312.40039,15312.40039
2008,94568,dublin,alameda,24666.59961,39979
2009,94568,dublin,alameda,71921.5,111900.5
2010,94568,dublin,alameda,122761.8984,234662.4063
2011,94568,dublin,alameda,208415.4063,443077.8125
2012,94568,dublin,alameda,195463.8906,638541.6875
2008,94571,rio vista,solano,1981.100098,1981.100098
2009,94571,rio vista,solano,13395.2002,15376.30078
2010,94571,rio vista,solano,23861.5,39237.80078
2011,94571,rio vista,solano,21588.90039,60826.69922
2012,94571,rio vista,solano,11520,72346.70313
2009,94572,rodeo,contra costa,6986,6986
2010,94572,rodeo,contra costa,4074.399902,11060.40039
2011,94572,rodeo,contra costa,35034.39844,46094.79688
2012,94572,rodeo,contra costa,8980.799805,55075.59766
2007,94573,rutherford,napa,8564.399414,8564.399414
2008,94573,rutherford,napa,46300.80078,54865.19922
2009,94573,rutherford,napa,14179.2002,69044.39844
2010,94573,rutherford,napa,13294.7998,82339.20313
2011,94573,rutherford,,,82339.20313
2012,94573,rutherford,napa,27894,110233.2031
2007,94574,saint helena,napa,17900.79883,17900.79883
2008,94574,saint helena,napa,98050.89844,115951.6953
2009,94574,saint helena,napa,137352.9063,253304.6094
2010,94574,saint helena,napa,308230.5938,561535.1875
2011,94574,saint helena,napa,199910.4063,761445.625
2012,94574,saint helena,napa,91842,853287.625
2009,94576,deer park,napa,15944.39941,15944.39941
2007,94577,san leandro,alameda,8363.200195,8363.200195
2008,94577,san leandro,alameda,45303.09766,53666.29688
2009,94577,san leandro,alameda,40342.69922,94009
2010,94577,san leandro,alameda,42572,136581
2011,94577,san leandro,alameda,32587,169168
2012,94577,san leandro,alameda,38949,208117
2007,94578,san leandro,alameda,2202,2202
2008,94578,san leandro,alameda,9810,12012
2009,94578,san leandro,alameda,14586,26598
2010,94578,san leandro,alameda,12926.40039,39524.39844
2011,94578,san leandro,alameda,96014,135538.4063
2012,94578,san leandro,alameda,23019.69922,158558.0938
2008,94579,san leandro,alameda,12480.5,12480.5
2009,94579,san leandro,alameda,6359.600098,18840.09961
2010,94579,san leandro,alameda,14732,33572.10156
2011,94579,san leandro,alameda,12045.2002,45617.30078
2012,94579,san leandro,alameda,13155.40039,58772.69922
2007,94580,san lorenzo,alameda,5776.600098,5776.600098
2008,94580,san lorenzo,,,5776.600098
2009,94580,san lorenzo,alameda,1329.599976,7106.200195
2010,94580,san lorenzo,alameda,6903.799805,14010
2011,94580,san lorenzo,alameda,18342.30078,32352.30078
2012,94580,san lorenzo,alameda,8223.400391,40575.69922
2007,94582,san ramon,contra costa,37795.19922,37795.19922
2008,94582,san ramon,contra costa,35743,73538.20313
2009,94582,san ramon,contra costa,61503.69922,135041.9063
2010,94582,san ramon,contra costa,89057.20313,224099.0938
2011,94582,san ramon,contra costa,132276.7969,356375.9063
2012,94582,san ramon,contra costa,172212.9063,528588.8125
2007,94583,san ramon,contra costa,34686.60156,34686.60156
2008,94583,san ramon,contra costa,79691.5,114378.1016
2009,94583,san ramon,contra costa,61972.60156,176350.7031
2010,94583,san ramon,contra costa,139798.7031,316149.4063
2011,94583,san ramon,contra costa,153544.7969,469694.1875
2012,94583,san ramon,contra costa,316898.4063,786592.625
2007,94585,suisun city,solano,3602,3602
2008,94585,suisun city,solano,18973,22575
2009,94585,suisun city,solano,5293.199707,27868.19922
2010,94585,suisun city,solano,16472.59961,44340.80078
2011,94585,suisun city,solano,40303,84643.79688
2012,94585,suisun city,solano,46054.59766,130698.3984
2007,94586,sunol,alameda,4821.300293,4821.300293
2008,94586,sunol,alameda,13532.7998,18354.09961
2009,94586,sunol,alameda,21615.59961,39969.69922
2010,94586,sunol,alameda,18882,58851.69922
2011,94586,sunol,alameda,10700.7998,69552.5
2007,94587,union city,alameda,3623.399902,3623.399902
2008,94587,union city,alameda,7069.799805,10693.19922
2009,94587,union city,alameda,45461.59766,56154.79688
2010,94587,union city,alameda,19769.20117,75924
2011,94587,union city,alameda,59865,135789
2012,94587,union city,alameda,114291.4063,250080.4063
2007,94588,pleasanton,alameda,19189.59961,19189.59961
2008,94588,pleasanton,alameda,74018.70313,93208.30469
2009,94588,pleasanton,alameda,156799.5938,250007.8906
2010,94588,pleasanton,alameda,216877.6094,466885.5
2011,94588,pleasanton,alameda,224695.9063,691581.4375
2012,94588,pleasanton,alameda,332194.3125,1023775.75
2008,94589,vallejo,solano,3966,3966
2009,94589,vallejo,solano,7208.799805,11174.7998
2010,94589,vallejo,solano,2540.399902,13715.19922
2011,94589,vallejo,solano,8046.400391,21761.59961
2012,94589,vallejo,solano,9870,31631.59961
2008,94590,vallejo,solano,8876.299805,8876.299805
2009,94590,vallejo,solano,23071.40039,31947.69922
2010,94590,vallejo,solano,14775.2002,46722.89844
2011,94590,vallejo,solano,30460.39844,77183.29688
2012,94590,vallejo,solano,22867,100050.2969
2007,94591,vallejo,solano,8274.299805,8274.299805
2008,94591,vallejo,solano,40204.80078,48479.10156
2009,94591,vallejo,solano,32752.90039,81232
2010,94591,vallejo,solano,47482.39844,128714.3984
2011,94591,vallejo,solano,36613.59766,165328
2012,94591,vallejo,solano,52214.30078,217542.2969
2012,94592,vallejo,solano,2625.600098,2625.600098
2007,94595,walnut creek,contra costa,8685,8685
2008,94595,walnut creek,contra costa,27296.59961,35981.60156
2009,94595,walnut creek,contra costa,29171.40039,65153
2010,94595,walnut creek,contra costa,65775.60156,130928.6016
2011,94595,walnut creek,contra costa,91231.5,222160.0938
2012,94595,walnut creek,contra costa,49381.69922,271541.8125
2007,94596,walnut creek,contra costa,24557.69922,24557.69922
2008,94596,walnut creek,contra costa,38944.69922,63502.39844
2009,94596,walnut creek,contra costa,72655.60156,136158
2010,94596,walnut creek,contra costa,97998.79688,234156.7969
2011,94596,walnut creek,contra costa,142157.5,376314.3125
2012,94596,walnut creek,contra costa,145344.5,521658.8125
2007,94597,walnut creek,contra costa,14306.09961,14306.09961
2008,94597,walnut creek,contra costa,21570.19922,35876.29688
2009,94597,walnut creek,contra costa,55790.89844,91667.19531
2010,94597,walnut creek,contra costa,32571.79883,124239
2011,94597,walnut creek,contra costa,37419.60156,161658.5938
2012,94597,walnut creek,contra costa,73279.69531,234938.2969
2007,94598,walnut creek,contra costa,38607.69922,38607.69922
2008,94598,walnut creek,contra costa,108785.2969,147393
2009,94598,walnut creek,contra costa,194951.5938,342344.5938
2010,94598,walnut creek,contra costa,178907.2969,521251.875
2011,94598,walnut creek,contra costa,229106.8906,750358.75
2012,94598,walnut creek,contra costa,365607.7813,1115966.5
2007,94599,yountville,napa,10542,10542
2008,94599,yountville,napa,4322.400391,14864.40039
2009,94599,yountville,napa,5973.399902,20837.80078
2010,94599,yountville,napa,9372.199219,30210
2011,94599,yountville,napa,14671.19922,44881.19922
2007,94601,oakland,alameda,10870.7998,10870.7998
2008,94601,oakland,alameda,36295.59766,47166.39844
2009,94601,oakland,alameda,12299.7002,59466.09766
2010,94601,oakland,alameda,13542.40039,73008.5
2011,94601,oakland,alameda,105736.8984,178745.3906
2012,94601,oakland,alameda,29646.80078,208392.2031
2007,94602,oakland,alameda,26630.40039,26630.40039
2008,94602,oakland,alameda,35123.69922,61754.10156
2009,94602,oakland,alameda,40194.30078,101948.3984
2010,94602,oakland,alameda,128517.1953,230465.5938
2011,94602,oakland,alameda,86380.29688,316845.9063
2012,94602,oakland,alameda,46409.60156,363255.5
2007,94603,oakland,alameda,5151.700195,5151.700195
2008,94603,oakland,,,5151.700195
2009,94603,oakland,,,5151.700195
2010,94603,oakland,,,5151.700195
2011,94603,oakland,,,5151.700195
2012,94603,oakland,alameda,2920.600098,8072.300293
2007,94605,oakland,alameda,2539.199951,2539.199951
2008,94605,oakland,alameda,19674,22213.19922
2009,94605,oakland,alameda,48651.5,70864.70313
2010,94605,oakland,alameda,12828,83692.70313
2011,94605,oakland,alameda,34415,118107.7031
2012,94605,oakland,alameda,77880.70313,195988.4063
2008,94606,oakland,alameda,2580.199951,2580.199951
2009,94606,oakland,alameda,1523.199951,4103.399902
2010,94606,oakland,alameda,6403.5,10506.90039
2011,94606,oakland,alameda,3621.200195,14128.09961
2012,94606,oakland,alameda,6547.200195,20675.30078
2009,94607,oakland,alameda,32506.80078,32506.80078
2010,94607,oakland,alameda,22418.60156,54925.40234
2011,94607,oakland,alameda,44866.39844,99791.79688
2007,94608,emeryville,alameda,3503,3503
2008,94608,emeryville,alameda,2580.199951,6083.200195
2009,94608,emeryville,alameda,7416,13499.2002
2010,94608,emeryville,alameda,38970.80078,52470
2011,94608,emeryville,alameda,23841.19922,76311.20313
2012,94608,emeryville,alameda,4390.900391,80702.10156
2007,94609,oakland,alameda,3535.399902,3535.399902
2008,94609,oakland,alameda,37088.39844,40623.79688
2009,94609,oakland,alameda,25540.5,66164.29688
2010,94609,oakland,alameda,7320.799805,73485.10156
2011,94609,oakland,alameda,21799.39844,95284.5
2012,94609,oakland,alameda,23209.80078,118494.2969
2007,94610,oakland,alameda,36801,36801
2008,94610,oakland,alameda,46013.09766,82814.09375
2009,94610,oakland,alameda,48382.30078,131196.4063
2010,94610,oakland,alameda,44973.69922,176170.0938
2011,94610,oakland,alameda,64959.60156,241129.7031
2012,94610,oakland,alameda,67454.89844,308584.5938
2007,94611,oakland,alameda,31283.90039,31283.90039
2008,94611,oakland,alameda,112917.8984,144201.7969
2009,94611,oakland,alameda,193665.7031,337867.5
2010,94611,oakland,alameda,244240.5,582108
2011,94611,oakland,alameda,235208.5938,817316.625
2012,94611,oakland,alameda,215136.2031,1032452.813
2010,94612,oakland,alameda,2479.200195,2479.200195
2011,94612,oakland,alameda,4042,6521.200195
2007,94618,oakland,alameda,25107.80078,25107.80078
2008,94618,oakland,alameda,73281.39844,98389.20313
2009,94618,oakland,alameda,105564.6016,203953.7969
2010,94618,oakland,alameda,92955,296908.8125
2011,94618,oakland,alameda,75939.60156,372848.4063
2012,94618,oakland,alameda,61939.60156,434788
2007,94619,oakland,alameda,23919.69922,23919.69922
2008,94619,oakland,alameda,54223.80078,78143.5
2009,94619,oakland,alameda,53661.39844,131804.9063
2010,94619,oakland,alameda,55033.69922,186838.5938
2011,94619,oakland,alameda,109270.8984,296109.5
2012,94619,oakland,alameda,41436.80078,337546.3125
2010,94621,oakland,alameda,24350.00195,24350.00195
